Sales,Quantity,Discount,Profit,DimCustomer.Customer ID,DimProduct.Product ID,DimSales.Sales Rep,Dimlocation.Location ID,Dimship.Ship Date,DimOrder.Order ID
6.16,2,0,2.9568,PG-18895,"OFF-LA-10000134,Avery 511",Organic,"55901,Rochester",02/11/2017,CA-2017-155558
4.368,3,0.2,0.3822,AG-10675,"OFF-AR-10002833,Newell 322",Organic,"28540,Jacksonville",01/08/2017,CA-2017-101483
158.368,7,0.2,13.8572,GM-14455,"OFF-ST-10003442,Eldon Portable Mobile Manager",Organic,"77095,Houston",10/04/2016,CA-2016-159695
28.854,6,0.7,-21.1596,AS-10045,"OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems",Jessica Smith,"28540,Jacksonville",04/01/2017,CA-2017-113481
21.744,1,0.2,7.3386,RB-19570,"OFF-EN-10002504,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Organic,"28540,Jacksonville",15/01/2017,CA-2017-138779
12.96,2,0,6.2208,KB-16315,"OFF-PA-10003177,Xerox 1999",Organic,"55407,Minneapolis",05/02/2015,CA-2015-149587
53.34,3,0,16.5354,KB-16315,"FUR-FU-10003799,Seth Thomas 13 1/2"" Wall Clock",Organic,"55407,Minneapolis",05/02/2015,CA-2015-149587
32.96,2,0,16.1504,KB-16315,"OFF-BI-10002852,Ibico Standard Transparent Covers",Organic,"55407,Minneapolis",05/02/2015,CA-2015-149587
28.4,2,0,11.076,AA-10375,"FUR-FU-10003347,Coloredge Poster Frame",Organic,"68104,Omaha",05/02/2015,CA-2015-140921
149.97,3,0,50.9898,AA-10375,"TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ",Organic,"68104,Omaha",05/02/2015,CA-2015-140921
5.682,1,0.7,-3.788,RB-19705,"OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder",Alan Ray,"97206,Portland",12/11/2017,US-2017-109484
2.388,2,0.7,-1.8308,TS-21610,"OFF-BI-10003274,Avery Durable Slant Ring Binders, No Labels",Organic,"85023,Phoenix",12/11/2017,US-2017-107272
243.992,7,0.2,30.499,TS-21610,"OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II, Black",Organic,"85023,Phoenix",12/11/2017,US-2017-107272
96.53,7,0,40.5426,PN-18775,"FUR-FU-10000629,9-3/4 Diameter Round Wall Clock",Organic,"10009,New York City",11/11/2017,CA-2017-161018
201.584,2,0.2,15.1188,AB-10600,"TEC-PH-10002563,Adtran 1202752G1",Abigail Thompson,"85705,Tucson",11/11/2017,US-2017-155425
899.136,4,0.2,-146.1096,AB-10600,"FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs",Mary Gerrard,"85705,Tucson",11/11/2017,US-2017-155425
38.388,14,0.7,-25.592,AB-10600,"OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders",Steve Pepple,"85705,Tucson",11/11/2017,US-2017-155425
23.68,2,0.2,8.88,SZ-20035,"OFF-LA-10003923,Alphabetical Labels for Top Tab Filing",Abigail Thompson,"75051,Grand Prairie",11/11/2017,CA-2017-105144
51.312,3,0.2,17.9592,KD-16345,"OFF-BI-10001721,Trimflex Flexible Post Binders",Organic,"94122,San Francisco",20/06/2017,CA-2017-157833
5.16,2,0,1.3416,DP-13105,"OFF-AR-10002335,DIXON Oriole Pencils",Sheila Stones,"93905,Salinas",25/06/2016,null
38.88,6,0,18.6624,DP-13105,"OFF-PA-10001870,Xerox 202",Sheila Stones,"93905,Salinas",25/06/2016,null
14.016,3,0.2,4.7304,CB-12535,"OFF-AR-10003602,Quartet Omega Colored Chalk, 12/Pack",Steve Pepple,"27514,Chapel Hill",20/06/2017,CA-2017-136826
77.88,6,0,22.5852,ER-13855,"OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors",Thompson Crawford,"55106,Saint Paul",11/09/2016,CA-2016-149223
14.624,2,0.2,5.484,TS-21610,"OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders",Organic,"10024,New York City",11/09/2016,CA-2016-110023
1113.504,12,0.2,125.2692,LC-16885,"TEC-PH-10000486,Plantronics HL10 Handset Lifter",Organic,"94109,San Francisco",01/06/2014,CA-2014-139192
99.99,1,0,37.9962,LC-16885,"TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac",Organic,"94109,San Francisco",01/06/2014,CA-2014-139192
64.624,7,0.2,22.6184,RB-19465,"OFF-PA-10003256,Avery Personal Creations Heavyweight Cards",Organic,"60610,Chicago",02/09/2016,CA-2016-158568
95.976,3,0.2,-10.7973,RB-19465,"TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",Organic,"60610,Chicago",02/09/2016,CA-2016-158568
1.788,3,0.8,-3.0396,RB-19465,"OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems",Organic,"60610,Chicago",02/09/2016,CA-2016-158568
211.96,4,0,8.4784,JD-16060,"OFF-ST-10001713,Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Organic,"94109,San Francisco",29/09/2014,CA-2014-123344
23.92,4,0,11.7208,GZ-14470,"OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)",Organic,"55901,Rochester",04/12/2016,CA-2016-129903
300.904,1,0.2,11.2839,LW-16990,"FUR-TA-10003473,Bretford Rectangular Conference Table Tops",Steve Pepple,"94109,San Francisco",09/05/2017,CA-2017-162978
183.96,5,0.2,20.6955,LW-16990,"TEC-PH-10003092,Motorola L804",Steve Pepple,"94109,San Francisco",09/05/2017,CA-2017-162978
17.61,3,0,8.4528,LW-16990,"OFF-PA-10002250,Things To Do Today Pad",Steve Pepple,"94109,San Francisco",09/05/2017,CA-2017-162978
238.896,6,0.2,-26.8758,LC-16870,"TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard",Organic,"80013,Aurora",17/11/2015,US-2015-156867
102.36,3,0.2,-3.8385,LC-16870,"FUR-FU-10004006,Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Organic,"80013,Aurora",17/11/2015,US-2015-156867
36.882,3,0.7,-25.8174,LC-16870,"OFF-BI-10002794,Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Organic,"80013,Aurora",17/11/2015,US-2015-156867
15.26,7,0,6.2566,JM-15265,"OFF-FA-10000304,Advantus Push Pins",Jessica Smith,"10024,New York City",17/12/2016,null
1029.95,5,0,298.6855,JM-15265,"TEC-PH-10002447,AT&T CL83451 4-Handset Telephone",Morris Garcia,"10024,New York City",17/12/2016,null
250.272,9,0.2,15.642,DK-13225,"OFF-ST-10000604,Home/Office Personal File Carts",Daniel Gates,"60653,Chicago",17/11/2015,CA-2015-113173
11.364,3,0.8,-17.046,DK-13225,"OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder",Anne Wu,"60653,Chicago",17/11/2015,CA-2015-113173
8.72,5,0.2,-1.744,DK-13225,"OFF-SU-10001935,Staple remover",Jessica Smith,"60653,Chicago",17/11/2015,CA-2015-113173
26.96,2,0,7.0096,AA-10315,"OFF-ST-10001590,Tenex Personal Project File with Scoop Front Design, Black",Organic,"94109,San Francisco",07/10/2015,CA-2015-121391
74.112,8,0.2,17.6016,JM-15250,"TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",Organic,"28205,Charlotte",28/11/2017,CA-2017-119004
27.992,1,0.2,2.0994,JM-15250,"TEC-PH-10002844,Speck Products Candyshell Flip Case",Organic,"28205,Charlotte",28/11/2017,CA-2017-119004
3.304,1,0.2,1.0738,JM-15250,"OFF-AR-10000390,Newell Chalk Holder",Organic,"28205,Charlotte",28/11/2017,CA-2017-119004
977.292,6,0.1,173.7408,TS-21370,"FUR-CH-10000785,Global Ergonomic Managers Chair",Mary Gerrard,"10035,New York City",28/11/2017,CA-2017-166436
209.93,7,0,92.3692,HA-14920,"TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",Organic,"94109,San Francisco",31/07/2015,CA-2015-155334
5.28,3,0,2.3232,HA-14920,"FUR-FU-10003274,Regeneration Desk Collection",Organic,"94109,San Francisco",31/07/2015,CA-2015-155334
10.92,3,0.2,4.095,HA-14920,"OFF-BI-10002557,Presstex Flexible Ring Binders",Organic,"94109,San Francisco",31/07/2015,CA-2015-155334
1090.782,7,0.4,-290.8752,RH-19495,"FUR-TA-10002903,Bevis Round Bullnose 29"" High Table Top",Organic,"10024,New York City",31/07/2015,CA-2015-124891
641.96,2,0,179.7488,LE-16810,"FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs",Organic,"22204,Arlington",24/05/2016,null
339.96,5,0.2,67.992,PA-19060,"TEC-AC-10000844,Logitech Gaming G510s - Keyboard",Organic,"60462,Orland Park",20/10/2015,CA-2015-129476
34.44,3,0,17.22,TB-21520,"OFF-PA-10003591,Southworth 100% Cotton The Best Paper",Organic,"3301,Concord",20/10/2015,CA-2015-131128
41.96,2,0,10.9096,CV-12805,"FUR-FU-10001934,Magnifier Swing Arm Lamp",Abigail Thompson,"10035,New York City",30/12/2017,CA-2017-146780
81.424,2,0.2,-9.1602,LS-16975,"FUR-CH-10001146,Global Task Chair, Black",Alan Ray,"90004,Los Angeles",10/11/2016,US-2016-125969
238.56,3,0,26.2416,LS-16975,"FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets",Organic,"90004,Los Angeles",10/11/2016,US-2016-125969
75.96,2,0,22.788,CL-12565,"OFF-AR-10000380,Hunt PowerHouse Electric Pencil Sharpener, Blue",Organic,"50322,Urbandale",10/11/2016,CA-2016-128867
27.24,6,0,13.3476,CL-12565,"OFF-BI-10003981,Avery Durable Plastic 1"" Binders",Organic,"50322,Urbandale",10/11/2016,CA-2016-128867
40.096,14,0.2,14.5348,RC-19960,"OFF-FA-10000621,OIC Colored Binder Clips, Assorted Sizes",Organic,"43229,Columbus",27/08/2014,CA-2014-115259
4.72,2,0.2,1.652,RC-19960,"OFF-EN-10002600,Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Organic,"43229,Columbus",27/08/2014,CA-2014-115259
23.976,3,0.2,7.4925,RC-19960,"OFF-PA-10004965,Xerox 1921",Organic,"43229,Columbus",27/08/2014,CA-2014-115259
130.464,6,0.2,44.0316,RC-19960,"OFF-EN-10002504,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Organic,"43229,Columbus",27/08/2014,CA-2014-115259
157.794,1,0.7,-115.7156,GG-14650,"OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine",Mary Gerrard,"37620,Bristol",10/04/2015,US-2015-136476
509.97,10,0.7,-407.976,JD-15895,"OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine",Erica Jones,"19140,Philadelphia",17/04/2014,CA-2014-122336
30.992,13,0.2,10.0724,JD-15895,"OFF-FA-10002780,Staples",Anne Wu,"19140,Philadelphia",17/04/2014,CA-2014-122336
17.856,4,0.2,1.116,JD-15895,"OFF-AR-10000122,Newell 314",Morris Garcia,"19140,Philadelphia",17/04/2014,CA-2014-122336
71.928,12,0.4,8.3916,JD-15895,"TEC-PH-10000702,Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Morris Garcia,"19140,Philadelphia",17/04/2014,CA-2014-122336
600.558,3,0.3,-8.5794,AD-10180,"FUR-CH-10004063,Global Deluxe High-Back Manager's Chair",Organic,"77041,Houston",28/12/2014,US-2014-152030
617.7,6,0.5,-407.682,PF-19165,"FUR-TA-10004534,Bevis 44 x 96 Conference Tables",Organic,"61701,Bloomington",25/09/2014,US-2014-134614
7.71,1,0,3.4695,BV-11245,"OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill",Sheila Stones,"50315,Des Moines",05/02/2017,CA-2017-104220
207,3,0,51.75,BV-11245,"TEC-PH-10004614,AT&T 841000 Phone",Morris Garcia,"50315,Des Moines",05/02/2017,CA-2017-104220
18.28,2,0,9.14,BV-11245,"OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders",Jimmy Grey,"50315,Des Moines",05/02/2017,CA-2017-104220
32.35,5,0,16.175,BV-11245,"OFF-BI-10000301,GBC Instant Report Kit",Alan Ray,"50315,Des Moines",05/02/2017,CA-2017-104220
40.3,2,0,10.881,BV-11245,"OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener",Anne Wu,"50315,Des Moines",05/02/2017,CA-2017-104220
34.58,7,0,14.5236,BV-11245,"FUR-FU-10002597,C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Alan Ray,"50315,Des Moines",05/02/2017,CA-2017-104220
59.97,5,0.4,-11.994,DW-13585,"TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",Morris Garcia,"43229,Columbus",05/02/2017,US-2017-164147
78.304,2,0.2,29.364,DW-13585,"OFF-PA-10002377,Xerox 1916",Abigail Thompson,"43229,Columbus",05/02/2017,US-2017-164147
21.456,9,0.2,6.9732,DW-13585,"OFF-FA-10002780,Staples",Erica Jones,"43229,Columbus",05/02/2017,US-2017-164147
43.12,14,0,20.6976,LC-16885,"FUR-FU-10001706,Longer-Life Soft White Bulbs",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
20.04,3,0,9.6192,LC-16885,"OFF-PA-10001804,Xerox 195",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
35.44,1,0,16.6568,LC-16885,"OFF-PA-10001736,Xerox 1880",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
11.52,4,0,3.456,LC-16885,"OFF-AR-10001149,Sanford Colorific Colored Pencils, 12/Box",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
4.02,2,0,1.9698,LC-16885,"OFF-FA-10002988,Ideal Clamps",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
76.176,3,0.2,26.6616,LC-16885,"OFF-BI-10004781,GBC Wire Binding Strips",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
65.88,6,0,18.4464,LC-16885,"OFF-SU-10001218,Fiskars Softgrip Scissors",Organic,"95661,Roseville",19/10/2016,CA-2016-145583
82.8,2,0.2,10.35,JD-15895,"FUR-FU-10004848,Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Sheila Stones,"19140,Philadelphia",07/09/2016,CA-2016-110366
839.43,3,0,218.2518,SG-20080,"OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",Organic,"64055,Independence",27/12/2017,CA-2017-155376
671.93,7,0,20.1579,HA-14920,"OFF-ST-10003656,Safco Industrial Wire Shelving",Organic,"91104,Pasadena",12/09/2015,CA-2015-110744
93.888,4,0.2,12.9096,MG-17680,"FUR-FU-10000521,Seth Thomas 14"" Putty-Colored Wall Clock",Organic,"43055,Newark",28/10/2014,CA-2014-110072
157.92,5,0.2,17.766,TW-21025,"OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",Organic,"85254,Scottsdale",16/03/2016,CA-2016-158834
203.184,2,0.2,15.2388,TW-21025,"TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded Headset",Organic,"85254,Scottsdale",16/03/2016,CA-2016-158834
176.784,1,0.2,-22.098,CJ-12010,"FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases",Organic,"11561,Long Beach",16/03/2016,US-2016-112977
41.472,8,0.2,14.5152,CA-12775,"OFF-PA-10000304,Xerox 1995",Organic,"19140,Philadelphia",02/07/2014,CA-2014-140858
3.168,3,0.7,-2.4288,CA-12775,"OFF-BI-10003094,Self-Adhesive Ring Binder Labels",Organic,"19140,Philadelphia",02/07/2014,CA-2014-140858
1228.465,5,0.3,0,CA-12775,"FUR-CH-10001394,Global Leather Executive Chair",Organic,"19140,Philadelphia",02/07/2014,CA-2014-140858
31.086,3,0.7,-22.7964,CA-12775,"OFF-BI-10004230,GBC Recycled Grain Textured Covers",Organic,"19140,Philadelphia",02/07/2014,CA-2014-140858
335.52,4,0.2,117.432,CA-12775,"OFF-PA-10003395,Xerox 1941",Organic,"19140,Philadelphia",02/07/2014,CA-2014-140858
58.38,7,0,26.271,SP-20650,"OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes",Jimmy Grey,"95123,San Jose",02/06/2015,CA-2015-124919
105.52,4,0,48.5392,SP-20650,"OFF-PA-10002254,Xerox 1883",Stella Given,"95123,San Jose",02/06/2015,CA-2015-124919
80.88,6,0,21.0288,SP-20650,"OFF-ST-10001590,Tenex Personal Project File with Scoop Front Design, Black",Morris Garcia,"95123,San Jose",02/06/2015,CA-2015-124919
6.63,3,0,1.7901,NK-18490,"OFF-AR-10001547,Newell 311",Organic,"98105,Seattle",03/06/2015,CA-2015-118948
32.4,5,0,15.552,JL-15850,"OFF-PA-10004101,Xerox 1894",Organic,"98105,Seattle",03/06/2015,CA-2015-120880
457.568,2,0.2,51.4764,DB-13060,"FUR-CH-10004063,Global Deluxe High-Back Manager's Chair",Organic,"98115,Seattle",06/03/2014,CA-2014-104269
1.192,2,0.8,-2.0264,EH-13945,"OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems",Organic,"77041,Houston",24/11/2016,US-2016-110156
100.704,6,0.2,-16.3644,EH-13945,"OFF-ST-10000642,Tennsco Lockers, Gray",Organic,"77041,Houston",24/11/2016,US-2016-110156
2.328,2,0.6,-0.7566,EH-13945,"FUR-FU-10000206,GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Organic,"77041,Houston",24/11/2016,US-2016-110156
19.096,7,0.2,6.6836,NZ-18565,"OFF-FA-10002983,Advantus SlideClip Paper Clips",Organic,"43229,Columbus",24/11/2016,CA-2016-110772
18.496,8,0.2,6.2424,NZ-18565,"OFF-LA-10004689,Avery 512",Organic,"43229,Columbus",24/11/2016,CA-2016-110772
255.984,2,0.2,54.3966,NZ-18565,"TEC-AC-10002001,Logitech Wireless Gaming Headset G930",Organic,"43229,Columbus",24/11/2016,CA-2016-110772
86.97,3,0.5,-48.7032,NZ-18565,"FUR-BO-10004709,Bush Westfield Collection Bookcases, Medium Cherry Finish",Jessica Smith,"43229,Columbus",24/11/2016,CA-2016-110772
5.98,1,0,2.691,TT-21070,"OFF-PA-10002751,Xerox 1920",Organic,"90045,Los Angeles",12/05/2016,CA-2016-162733
11.648,2,0.2,4.0768,AG-10495,"OFF-PA-10000673,Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Sheila Stones,"19140,Philadelphia",17/10/2017,CA-2017-132976
18.176,4,0.2,5.9072,AG-10495,"OFF-PA-10004470,Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Sheila Stones,"19140,Philadelphia",17/10/2017,CA-2017-132976
59.712,6,0.2,5.9712,AG-10495,"OFF-ST-10000876,Eldon Simplefile Box Office",Jessica Smith,"19140,Philadelphia",17/10/2017,CA-2017-132976
24.84,3,0.2,8.694,AG-10495,"OFF-LA-10002043,Avery 489",Stella Given,"19140,Philadelphia",17/10/2017,CA-2017-132976
9.46,2,0,3.6894,JW-15955,"FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",Organic,"94601,Oakland",17/10/2017,CA-2017-168837
28.4,5,0,13.348,RD-19900,"OFF-EN-10001990,Staple envelope",Organic,"88220,Carlsbad",20/11/2016,CA-2016-154508
9.936,3,0.2,2.7324,BM-11140,"OFF-AR-10004441,BIC Brite Liner Highlighters",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
8159.952,8,0.4,-1359.992,BM-11140,"TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
275.928,3,0.2,-58.6347,BM-11140,"OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
1740.06,9,0.3,-24.858,BM-11140,"FUR-CH-10004287,SAFCO Arco Folding Chair",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
32.064,6,0.2,6.8136,BM-11140,"OFF-AR-10002656,Sanford Liquid Accent Highlighters",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
177.98,5,0.8,-453.849,BM-11140,"OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
143.976,3,0.2,8.9985,BM-11140,"TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker",Organic,"78207,San Antonio",12/09/2014,CA-2014-139892
4.616,1,0.2,1.731,HM-14980,"OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets",Organic,"10009,New York City",23/09/2016,null
20.94,3,0,9.8418,CS-12130,"OFF-PA-10000659,Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Organic,"90004,Los Angeles",09/08/2014,CA-2014-118962
110.96,2,0,53.2608,CS-12130,"OFF-PA-10001144,Xerox 1913",Organic,"90004,Los Angeles",09/08/2014,CA-2014-118962
340.144,7,0.2,21.259,CS-12130,"FUR-CH-10003817,Global Value Steno Chair, Gray",Organic,"90004,Los Angeles",09/08/2014,CA-2014-118962
13.184,1,0.2,4.7792,VD-21670,"OFF-BI-10002852,Ibico Standard Transparent Covers",Organic,"84062,Pleasant Grove",09/08/2014,CA-2014-126361
52.448,2,0.8,-131.12,JB-15400,"OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",Sheila Stones,"60623,Chicago",19/09/2014,US-2014-100853
20.16,4,0.2,6.552,JB-15400,"OFF-LA-10003148,Avery 51",Daniel Gates,"60623,Chicago",19/09/2014,US-2014-100853
97.264,4,0.8,-243.16,SJ-20500,"OFF-AP-10002684,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Organic,"77036,Houston",25/04/2017,US-2017-152366
396.802,7,0.3,-11.3372,JE-15745,"FUR-CH-10004698,Padded Folding Chairs, Black, 4/Carton",Organic,"43055,Newark",23/11/2015,US-2015-101511
15.88,5,0.2,-3.7715,JE-15745,"OFF-SU-10002189,Acme Rosewood Handle Letter Opener",Organic,"43055,Newark",23/11/2015,US-2015-101511
3.28,1,0,1.4104,JK-15640,"OFF-AR-10001940,Sanford Colorific Eraseable Coloring Pencils, 12 Count",Organic,"10009,New York City",19/12/2015,CA-2015-137225
323.976,3,0.2,20.2485,DB-13060,"TEC-PH-10004536,Avaya 5420 Digital phone",Organic,"60653,Chicago",17/09/2017,null
17.544,3,0.2,5.9211,BF-10975,"OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal",Jimmy Grey,"28205,Charlotte",05/08/2014,CA-2014-117345
44.128,4,0.2,12.1352,BF-10975,"FUR-FU-10000629,9-3/4 Diameter Round Wall Clock",Thompson Crawford,"28205,Charlotte",05/08/2014,CA-2014-117345
78.304,2,0.2,29.364,BF-10975,"OFF-PA-10002377,Xerox 1916",Stella Given,"28205,Charlotte",05/08/2014,CA-2014-117345
218.75,2,0.5,-161.875,BS-11755,"FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",Organic,"80219,Denver",05/08/2014,CA-2014-133690
2.6,1,0.2,0.2925,BS-11755,"OFF-AP-10003622,Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Organic,"80219,Denver",05/08/2014,CA-2014-133690
503.96,4,0,131.0296,RM-19675,"TEC-PH-10003273,AT&T TR1909W",Organic,"71203,Monroe",24/11/2014,CA-2014-158274
149.95,5,0,41.986,RM-19675,"TEC-PH-10004896,Nokia Lumia 521 (T-Mobile)",Organic,"71203,Monroe",24/11/2014,CA-2014-158274
29,2,0,7.25,RM-19675,"TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard",Organic,"71203,Monroe",24/11/2014,CA-2014-158274
7.16,2,0,3.4368,SK-19990,"OFF-BI-10001890,Avery Poly Binder Pockets",Organic,"6824,Fairfield",02/12/2016,CA-2016-105018
626.352,3,0.2,46.9764,MP-17470,"FUR-BO-10002545,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Organic,"10035,New York City",14/10/2015,CA-2015-102281
899.136,4,0.2,112.392,MP-17470,"FUR-BO-10002613,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Organic,"10035,New York City",14/10/2015,CA-2015-102281
71.76,6,0,20.0928,MP-17470,"TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",Organic,"10035,New York City",14/10/2015,CA-2015-102281
51.84,8,0,24.8832,MP-17470,"OFF-PA-10000061,Xerox 205",Organic,"10035,New York City",14/10/2015,CA-2015-102281
19.9,5,0,6.567,MP-17470,"OFF-AR-10003514,4009 Highlighters by Sanford",Organic,"10035,New York City",14/10/2015,CA-2015-102281
1038.84,5,0.2,51.942,JO-15280,"FUR-TA-10002903,Bevis Round Bullnose 29"" High Table Top",Organic,"90004,Los Angeles",06/11/2015,CA-2015-130890
14.28,7,0,6.7116,MZ-17515,"OFF-EN-10001509,Poly String Tie Envelopes",Abigail Thompson,"92374,Redlands",06/11/2015,CA-2015-131457
55.48,1,0,26.6304,MH-17785,"OFF-PA-10004071,Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Daniel Gates,"11757,Lindenhurst",24/12/2015,null
18.648,7,0.7,-12.432,EA-14035,"OFF-BI-10001679,GBC Instant Index System for Binding Systems",Daniel Gates,"28205,Charlotte",17/09/2014,US-2014-156216
15.216,1,0.2,2.2824,BN-11470,"TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive",Stella Given,"27511,Cary",17/09/2014,CA-2014-138527
10.368,2,0.2,3.6288,BN-11470,"OFF-PA-10001800,Xerox 220",Abigail Thompson,"27511,Cary",17/09/2014,CA-2014-138527
166.84,5,0.2,18.7695,BN-11470,"OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector",Jessica Smith,"27511,Cary",17/09/2014,CA-2014-138527
7.408,2,0.2,1.2038,CB-12025,"OFF-AR-10004685,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Organic,"45011,Hamilton",25/03/2014,CA-2014-140004
6.048,3,0.2,1.5876,CB-12025,"OFF-AR-10004027,Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Organic,"45011,Hamilton",25/03/2014,CA-2014-140004
10.44,5,0.2,3.393,TD-20995,"OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",Organic,"75043,Garland",13/11/2017,CA-2017-150959
18.336,4,0.8,-32.088,TD-20995,"OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder",Organic,"75043,Garland",13/11/2017,CA-2017-150959
36.24,5,0.2,11.325,HK-14890,"OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes",Morris Garcia,"28205,Charlotte",28/04/2016,CA-2016-130001
30.84,4,0,13.878,SC-20725,"OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill",Organic,"19805,Wilmington",15/06/2016,null
47.04,3,0,18.3456,SC-20725,"FUR-FU-10002157,Artistic Insta-Plaque",Organic,"19805,Wilmington",15/06/2016,null
226.56,6,0,63.4368,SC-20725,"OFF-ST-10000777,Companion Letter/Legal File, Black",Organic,"19805,Wilmington",15/06/2016,null
115.02,9,0,51.759,SC-20725,"OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes",Organic,"19805,Wilmington",15/06/2016,null
